localword,words,type
san_3,"['Entering the Cave of Chaos. #DungeonsAndDragons #DAndD #RPG #GameNight #RolePlaying @ San… https://t.co/J1IVRD4BBO', 'This #LimitedSeries is very #fascinating #TheNightOf #HBO #HBOGO #HBONow #GoodTv @ San… https://t.co/f50rXZ3rQ0', 'Me and my old girlfriend Xue Chen in the mountains over San Bernardino. #Mountains @ San… https://t.co/6vmDj2Lza9', ""A quick breakfast before my appointment! #Carl'sJr. #BreakfastCombo #GetInMyBelly ??? @ San… https://t.co/uhkWitMweP"", '??????""Can\'t wait to be with you all this coming wknd at the Shine Women\'s Conf. in San… https://t.co/tUnTUAjwyp', 'Oops, lisapickens69, this ones better without the motorcycle! #scv #brushfire #calgrove @ San… https://t.co/swdz5SNIK1', ""...\r\n' ...{Les yeux sans visage}\r\nEyes without a face,\r\nEyes without a face\r\nGot no human… https://t.co/mNU8jI3VQN"", 'We will miss ??#san#bernardino @ Gen Korean BBQ House Rancho Cucamonga https://t.co/3y5kbQdxgJ', 'Graffiti Tracking: 6992 San Paco Circle', 'Roadside snack with chili and lime #socal @AlliedMultisprt @skratchlabs @ultraspire @ San… https://t.co/wVepfBcgxj']",topic 13
san_12,"['Pittsburgh till Thursday morning. Let me know if you want to catch up! (@ San Francisco International Airport) https://t.co/OwnHRWDfnW', 'San Francisco, you sure know how to say a gorgeous goodbye. #grainysunset #nofilter @ San… https://t.co/nFZfmpO5xt', 'Hello sunny SF! Let the Indian Summer begin 70° and rising. #AlwaysSF (@ San Francisco International Airport) https://t.co/SNAaPRP5st', 'Landed. Now... an afternoon in the office. Give me Diet Coke! (@ San Francisco International Airport - @flysfo) https://t.co/TvINVRE4jX', ""I'm going going back back to Paris Paris. ?? #larmes #emotion #etsurtoutfatigueextreme @ San… https://t.co/eunKA6ugjX"", 'biology midterm (@ College of San Mateo - @csmbulldogs in San Mateo, CA) https://t.co/40hw2yy8AL', 'Pre-takeoff wine is classy wine. @ Terminal 3 - San Francisco International Airport https://t.co/WFaWnqf5Xg', 'Right well San Francisco is claaasss (thanks Hallie!!!) #sanfrancisco #goldengatebridge @ San… https://t.co/VUvplZPOZ9', 'Well #flying won out over #fishing ...#shocking https://t.co/Ajcog5CXFA @united #1kproud #sfo @ San… https://t.co/hQv30K7sb1', 'See you later, S-Valley (@ San Francisco International Airport - @flysfo in San Francisco, CA) https://t.co/s3aicUJGlZ', ""I wouldn't be a full week if I didn't come here at least once. (@ San Francisco International Airport - @flysfo) https://t.co/McRPSHvIkL"", 'Midwest-bound. All clear for takeoff #wedding season (@ San Francisco International Airport - @flysfo) https://t.co/OQYOJhjcSc', 'Homeward bound #planespotting #roadlife #americanairlines @ San… https://t.co/kLbDtKWwnA', '#tbt to this amazing shot #goldengatebridge #sanfrancisco #sunset #lightvsdark #clouds @ San… https://t.co/apdW5iwDqx', 'Cafflano? Klassic landed at San Francisco coffeefestshow #Anaheim #SanFrancisco \r\n.\r\n. @ San… https://t.co/Vf2G0uokvh', 'Mobbin out with stephanieanne SFO ?? JFK via Virgin America see ya on Tuesday Play Area! @ San… https://t.co/VQIjuiKwk3', '""Long blowing in the wind! I wanna get back to San Francisco"" @ San… https://t.co/rfVtSNx7BE', 'Traveling for work is always rewarding. #guitar #guitare #guitarra #luthiery #lutherie @ San… https://t.co/iHjNs4ChRG']",topic 19
san fran_0,"['Giusto un assaggio del live di poco fa a San Fran! - Just a short video of the live show to San… https://t.co/GEdlHkWIN8', 'San Fran you were amazing! Wonderful holiday with wonderful people… https://t.co/AZgFYICNtO', ""Had the best time in San Fran with this babe and Queen B. She's not on this photo cause we… https://t.co/GNx6SiKyoE"", 'Day 10: @sfgiants versus @cardinals in San Fran. First ball game and baseball gets our thumbs up… https://t.co/ML8Vu7DOSC', 'Beautiful day in San Fran!!! #stlcards #sfpics #vacation @ AT&amp;T Park https://t.co/O0vY845TFX', ""?Lombard St, San Fran @ Lombard St. - World's Crookedest Street, San Francisco https://t.co/k0xQT2l5Uj""]",topic 21
san francisco international_0,"['saw this #shoes @ sfo airport ??? @ San Francisco International… https://t.co/c4e0GU7yXq', ""Headed back to Cleveland for a week but I'll be back California @ San Francisco International… https://t.co/yzxf3iUrdA"", 'Oh, hi there ?? #SanFrancisco #airport #welcome #GINAtravelsUS @ San Francisco International… https://t.co/1DUBWcnaUE']",topic 7
san francisco state_0,"[""??Wouldn't have been able to get through recruitment without these girls?? @ San Francisco State… https://t.co/vyF3Dc2TT9"", ""here's to being an alpha phi ?? #alphaphisfsu @ San Francisco State… https://t.co/RVKfQ0HYMJ"", 'When your teddy is as big as you are ?? @ San Francisco State… https://t.co/fOyhPOTZRJ']",topic 27
san jose california_0,"['Puppies coming.... We are located in San Jose California about 50 miles south of San Francisco… https://t.co/COSImfpmui', 'Breakfast time in San Jose California.\r\n#breakfast #visitsanjose #californialovers… https://t.co/ZWyOPZFABC', 'Bike commuter on a lonely trail. San Jose California \r\n\r\n#bikesj #bikecommute #cycling @ San Jose,… https://t.co/44hSI3nBUA']",topic 21
sanfran_2,"['Good morning, SF.\r\n.\r\n.\r\n.\r\n#sanfrancisco #sf #sanfran #california #cali #westcoast #hills #nikon… https://t.co/5Q3SvgwN7I', 'Lunch with a view ? #sanfrancisco #sf #sanfran @ The San Francisco-Oakland Bay Bridge https://t.co/b59O2PUwRS', 'The seals of Pier 39.\r\n\r\n#thesealsofpier39 #pier49 #sanfrancisco #sanfran #goldengatebridge… https://t.co/DVxDh1VBcl', 'As always, too short a trip and back to real life.\r\n\r\n#sanfrancisco #sanfran #sf #bay #california… https://t.co/0rr0lP75hB', 'Picnic snacks!!! Yes!!! #sanfran #cheese #coppa #boccarones #yum @ Dolores Park, SF https://t.co/C3dVY1Xu4w', 'Back in the #Haight ???? #20yearslater #haightashbury #sanfran #sf #sanfrancisco #sanfranselfies… https://t.co/16sfp6As8j', 'Can I go back now? ????\r\n#sanfrancisco #chinatown #sanfran #takemeback… https://t.co/ktyJJLwRHh', ""I don't agree with sign #tenderloin #tenderloinSF #TheLs #loins #frisco #TLSF #tl #sf #SanFran… https://t.co/o7bb0axj29"", ""#SanFran , you're so fucking awesome! Until next time! ?? #sanfrancisco #SF #weekendgetaway… https://t.co/0TkXF5NdxS"", 'Great night at the catfish and the bottle men gig #SanFran @ San Francisco, California https://t.co/CmUditjfm1', 'In The Bay For A Day!!!! #sanfran #cliq #staytuned #holdat @ San Francisco, California https://t.co/HwDUunQ7XW', 'I think I might have a whiskey. #hardwater #ollyssecondstag #sanfrancisco #sanfran #frisco… https://t.co/Tmf9HCWxoG', '#sanfran #nerds @ Hilton San Francisco Union Square https://t.co/VdosiALeKb', 'Good evening to you Frisco. #sanfran #sanfrancisco @ PIER 39 https://t.co/KG5qGVhOKL', 'Just along for the ride #Dog #cyclist #bike #RealSF #sf #SanFran #sanfrancisco #biker… https://t.co/rSxtShCGkb', 'Days with bae @isaiahpaul #sanfrancisco #boyfriend #shotoniphone7 #nofilter #dates #sanfran… https://t.co/oD1a9lb1lf', ""Ciao, San Francisco. You've been a gracious host.\r\n.\r\n.\r\n.\r\n#sanfrancisco #sf #sanfran #california… https://t.co/RBlydKGPDX"", ""'Cause  I'm missing these guys so much ? #sanfran #sanfrancisco #california #calilife #tbt @ San… https://t.co/7SVNPPaxwM"", '#sanfran #sanfrancisco #dorne #palaceoffinearts @ Palace of Fine Arts https://t.co/wxyu1jq7jX']",topic 13
sangennaro_0,"[""I want to wake up in a city that doesn't sleep ??? #sangennaro #nyc #goodtiming #backyardtourist… https://t.co/jHV6rhS7Gr"", 'NYC with bae #sangennaro #littleitaly #winefest #singleridersONLY #singleriderlane #newyork… https://t.co/o0gBqvaz2q', '#sangennaro #littleitaly #soho #nyc #festival #restopresto #readyforanything @ Feast Of San… https://t.co/RZAkOAxXUN', '#thefeast #sangennaro #sorcefamilyfun #newyork??#?? @ Feast Of San Gennaro In New York https://t.co/lzBBPG9KO3', '#newyork #SanGennaro @ San Generro Feast-Little Italy https://t.co/l2WeF2kmXL', 'Hello #beautiful. #sky #sunset #NYC #newyork #newyorkcity #city #littleitaly #sangennaro… https://t.co/R1Vvip9Yxk', 'Life right now ????\r\n\r\n#feast #sangennaro #sangennarofeast #italian #italy #nyc #littleitaly… https://t.co/OCOUgE8mrq', 'last nights annual wifey date. ?? #sangennaro #nyc #littleitaly #lastnight #love ?? @ San… https://t.co/9w36rW4jNv']",topic 19
santa monica pier_0,"['Santa Monica Pier. Where else do you go to find the best pokemon ? #pokemongo #pokemom Thanks… https://t.co/iZsUwA3d8D', 'Bye LA, il see you again. @ Santa Monica Pier https://t.co/MCWgNfo85E', 'i love empty cities in the middle of the night. @ Santa Monica Pier https://t.co/ltAjRjxzmM', 'One of my favourite places ?? aside from the 8374885 tourists haha @ Santa Monica Pier https://t.co/1SN3J89h1I', 'Had a blast ?ing at HUSHfest: Santa Monica Pier on Saturday. #silentdisco @hushconcerts… https://t.co/xQ2TmQEkPU', ""Can't not smile when there's food in my hand?? @ Santa Monica Pier https://t.co/bxo2oenElM"", ""Santa Monica photo bomb if I've ever seen one. @ Santa Monica Pier https://t.co/ZvdeEFYyVQ"", 'Funny day? #hollywood #losangeles #uruguayinla com @guiacalifornia @ Santa Monica Pier https://t.co/VU8QsUt8QB', 'One last fav shot from #summer2016. @ Santa Monica Pier https://t.co/3Fb3Zu49hM', 'My beautiful mother came to kick it with me in Cali! @ Santa Monica Pier https://t.co/k4PDninauU', 'Having fun at #santamonicabeach #santamonicablvd ? #California @ Santa Monica Pier https://t.co/Q14xfknZDv', 'Here til 930, come say hi. @ Santa Monica Pier https://t.co/UaO0if4VdN', 'At the pier after a stressful night. Need to regroup for tomorrow. @ Santa Monica Pier https://t.co/nW49yvE5Y6', 'The end. ?? #roadtrip #route66 #santamonica #california ?? @ Santa Monica Pier https://t.co/Cg7pr1z5v0', 'A fun little edit from some test shooting I did last week. Link in bio. @ Santa Monica Pier https://t.co/43I8HKxk9D', 'leading me nowhere at all @ Santa Monica Pier https://t.co/jF7UuAIRND', 'Sometimes you make the most progress, by being still. @ Santa Monica Pier https://t.co/97GjvZyQSz', 'Last stop on the LA tour ?? so sad to be flying home tonight ? @ Santa Monica Pier https://t.co/s5PJWMURWA', 'Green team! #goteam #santamonicapier #beachlife #workoutwednesday #humpday @ Santa Monica Pier https://t.co/Mvy3xk4PHt', 'Venice Beach with your boy, Jimmy Z. #Cali #later @ Venice Beach, Santa Monica Pier, California https://t.co/BXW79sVVNE', ""Goodbye #summer '16 you were a beautiful thing @ Santa Monica Pier https://t.co/tVCmaXl2GS"", 'My heart ? #theSones #family #love ?: Daddy :) mrstevensone @ Santa Monica Pier https://t.co/dhcXxaw3Jd', 'Anyone who knows me knows that Santa Monica is my favorite place. ? x @ Santa Monica Pier https://t.co/CL82wvUnqo', 'Los Angeles, it was fun. Now time to head back home. @ Santa Monica Pier https://t.co/7tqdlf3c7T', ""Let's go back to Cali. #throwback @ Santa Monica Pier https://t.co/CUq0AEVFk2""]",topic 19
santafespring_0,"[""We're #hiring! Read about our latest #job opening here: Payroll Clerk - https://t.co/tCf7Eh6VPN #Accountemps #SantaFeSprings, CA"", ""If you're looking for work in #SantaFeSprings, CA, check out this #job: https://t.co/nyHBhKrYFL #ProjectMgmt #Hiring #CareerArc"", ""We're #hiring! Click to apply: Outside Sales Representative- Polymershapes - https://t.co/UAmvSsyJpw #Sales #SantaFeSprings, CA #Veterans"", ""Want to work at Aerotek? We're #hiring in #SantaFeSprings, CA! Click for details: https://t.co/w3HwcxbXpQ #Job #Manufacturing #Jobs"", 'Interested in a #job in #SantaFeSprings, CA? This could be a great fit: https://t.co/vY7DrptIvQ #Accounting #Hiring']",topic 8
santamonicabeach_0,"['Morning swim sessions ??\r\n?\r\n?\r\n?\r\n?\r\n?\r\n?\r\n?\r\n#LA #WestLA #SantaMonica #SantaMonicaBeach… https://t.co/eUTJwI3zbJ', 'Having fun at #santamonicabeach #santamonicablvd ? #California @ Santa Monica Pier https://t.co/Q14xfknZDv', 'Home is where the sand is ?#santamonicabeach #californiagirl @… https://t.co/8CG2PiowsI', 'This is the WAY to ride SEGWAY!!\r\n#segway #santamonicabeach #この後事故る @ Santamonica Beach https://t.co/HuOJ58M0xG', 'Beach day in my @bftco tee #blackfuel #EssentialsForLiving #santamonicabeach @ Santa Monica,… https://t.co/Cce642FX2n', '#beachcruise at #santamonicabeach this afternoon. Ride that #travel #bike !! #cervelobikes FTW @… https://t.co/5Wwa73lK4Z']",topic 18
sapteched_0,"['Nice dinner with colleagues last night after the #SAPTechEd #keynote very #delicious #tapas… https://t.co/jw5ok9glBH', 'Paying Tribute to ""The Queen of Vegas"" @CelineDion while running 5k Fun-Run at #SAPTechEd 2016 with #ASUG. https://t.co/3oduIRuRHv', 'Last day in Las Vegas at SAPTechEd! My superfoods for breakfast! #workflow #conventionlife… https://t.co/6CGcM6QMsV']",topic 13
sarnia_0,"['Look what I found! #dvd #greatzeus @ Sarnia, Ontario https://t.co/yfaajclILV', 'Want to work in #Sarnia, ON? View our latest opening: https://t.co/Fidd0jGscT #Job #Veterans #Jobs #Hiring #CareerArc', 'This #job might be a great fit for you: Registered Nurse, Visiting Nursing - https://t.co/TQzoNK4PoE #RN #Sarnia, ON #Hiring #CareerArc', 'Road construction, roadway reduced to one lane in #Sarnia on Blue Water Brg WB between Canada and United States #traffic', ""We're #hiring! Read about our latest #job opening here: Jewellery Consultant - https://t.co/QXDmVLoEmn #Sales #Sarnia, ON #CareerArc"", 'Sarnia Sting home opener #boysarebuzzin ?? @ RBC Center - Home Of… https://t.co/zgGHI2tJsm', 'Can you recommend anyone for this #job? General Manager, Banking Centre - https://t.co/uFaoz0yQdh #cibc #cibcjobs #Sarnia, Ontario #Hiring', ""If you're looking for work in #Sarnia, ON, check out this #job: https://t.co/GPyHKe30k2 #Healthcare #Hiring #CareerArc""]",topic 9
saugerty_0,"[""If you're looking for work in #Saugerties, NY, check out this #job: https://t.co/jkN8th4TgV #Healthcare #Hiring #CareerArc"", ""Want to work at Advance Auto Parts? We're #hiring in #Saugerties, NY! Click for details: https://t.co/1f4tBhRE35 #Job #Transportation #Jobs"", 'Want to work in #Saugerties, NY? View our latest opening: https://t.co/bELPaTLZ59 #Job #Sales #Jobs #Hiring #CareerArc', 'Just posted a photo @ Saugerties, New York https://t.co/q2zUAMAbuL', '#classiccars #musclecar #chevyimpala @ Saugerties, New York https://t.co/TS2MHQibjU', ""I'm at US Post Office in Saugerties, NY https://t.co/OPwn2RHayv""]",topic 9
saultstemarie_0,"[""If you're looking for work in #SaultSteMarie, MI, check out this #job: https://t.co/XGuUGOPPQk #Automotive #Hiring #CareerArc"", 'Can you recommend anyone for this #job? Seasonal Associate - https://t.co/cKNoomGxRZ #Retail #SaultSteMarie, MI #Hiring #CareerArc']",topic 9
savannah college of art_0,"[""Nobody warns about the sheep In wolf's clothing... @ Savannah College of Art &amp; Design - Atlanta https://t.co/i9IkYKrXi0"", 'Drawing 1 attempt project #1 #scadatlanta @ Savannah College of Art… https://t.co/ZAgiPXvozQ']",topic 23
scratch dj academy_0,"['Hip Hop Trivia + Game Night tomorrow 9/20 @ 8 pm at Scratch DJ ACADEMY (450 NW 28th St. Miami,… https://t.co/QipXETbRpL', ""It's going down tonight!!! @scratchdjacdmy! #HipHop #Knowledge #Fun #Trivia @ Scratch DJ Academy… https://t.co/ijNXjhLRoO""]",topic 19
sdbeer_0,"['Starting at 3pm today... ///#empanadas #beerbraisedcarnitastacos #sdbeer #sundayfunday #sandiego… https://t.co/cPjax7X0Nn', ""And it's gluten free?! Delicious #goduckyourself #beeramar #SDbeer... (Wet Hop IPA) https://t.co/TFbzloS1Wn #photo""]",topic 13
sdinhd_0,"['My first ever rain delay #sdinhd #padres #dbacks @ Petco Park https://t.co/XAgnJZjZhl', 'The game must go on! #ItsWet #StillRaining #GoPadres #SDinHD… https://t.co/8GytmzOMQi', ""Been coming to games together since '98 #SDinHD #gosports #sandiegopadres #kisscam https://t.co/TB8Y4Ij1UT"", 'Take me out to the #ballgame! #sdpadres #sandiego #sdinhd #mlb #baseball #padres #california @… https://t.co/0NKYjIdGHS', 'A rare #selfie at the #AARST @radonsymposium night out.  #SDinHD https://t.co/36uaKRmQEp', 'Partying in the rain at Petco!\r\n\r\n#sdinhd #padresconmipadre @ Petco Park https://t.co/XTxeNyr9nw', 'A little father daughter time at the ballpark! #sdinhd #sfgiants @ Petco Park https://t.co/y8Ed0ZnaRL', 'Good times!!! Thanx Pete for the tickets!!#SDinHD #seasidemarket #buylocal #rollwithus… https://t.co/0Te79dumxx', 'Just showed a fan on the #SDinHD who had the chance of a lifetime to meet @LobShots.', 'Baseball game with my peeps for my #birthday #birthdaygirl #sdpadres #sdinhd #socalliving… https://t.co/8lu7iWHwXE', '. @backthebrownSD watching some sportsball and repping that brown. #SDinHD https://t.co/MmW5jnwJgc', '#SDinHD enjoying Phils before it cries for help @ Petco Park https://t.co/QZDSgDSQHY']",topic 29
sea_11,"['Hanging out under the pier in #gulfshores #Alabama #beach #sand #sea #salt @ Gulf Shores Al… https://t.co/Od1iROYizc', 'Some awesome riding in Florida last weekend ????! I miss the sea! #beachride  #sandeverywhere @… https://t.co/W5CwSZrFiS']",topic 19
sea_21,"[""If you ain't tryna level up I'm prolly not ya type ~ @ SEA - Seattle-Tacoma International Airport https://t.co/PBHV8SD8rm"", 'Pre flight ritual at #seatac with @beechersseattle #Macandcheese and a #bigdeal  #sandwich @ SEA… https://t.co/ihA8MkQigj', '#SEA #JFK Seattle -&gt; New York JFK $238 https://t.co/ULIsKTUtcp', 'Yeah!! No line @tsablogteam !!#hatelines #fly #flying #sky @ SEA - Seattle-Tacoma International… https://t.co/L2g25O21NK', '@southwestair Taking off from #Seattle to #Oakland. #AstrosFOTY3 #AgsWin @ SEA - Seattle-Tacoma… https://t.co/LJJY123g7J', 'Morning flights are always good motivation to wake up early. @ SEA - Seattle-Tacoma… https://t.co/Njs3VCAFCj', 'Wheels up in Seattle...??? #wheelsup #byeseattle #flysouthwest @southwestair @ SEA -… https://t.co/WP3RvlaziK', 'Beautiful Day to fly @southwestair out of Seattle. @ SEA -… https://t.co/6xJPBZCnmC', 'Home sweet home! After an emotionally exhausting trip! #backontrack #backonthegrind @ SEA -… https://t.co/AVyk5EmMAW', 'My Girl Sending Me Off In Style Tonight. ?? #pnw #seattle #ballardforlife @ SEA - Seattle-Tacoma… https://t.co/G5HKlg6SxI']",topic 7
sea_3,"['No filter #pacificcoasthighway #sea #wonderful #nature #waterfall #beach #nofilter #sunset… https://t.co/Y6gebZeWnB', 'CARMEL 17 Mile drive @ Carmel By The Sea https://t.co/ZVKwVJrQnc', 'Magical morning ? #westcoast #roadtrip #california #cliff #beach #sea #ocean #bridge #morning… https://t.co/7D6g1sdbR2', 'i just want to have adventures. @ Carmel By The Sea https://t.co/VqqeWHjf6N', 'As the river flows to the sea... My heart flows to you! \r\n#Olympus #PENEP5 #EP5 #California #m43… https://t.co/o4Dz3JyBU2']",topic 21
seahawks_13,"[""Determined. Let's win! #seahawks #nfl #hartschaffnermarx #focused #football #losangeles… https://t.co/PKJVVLadOs"", 'Good morning from Los Angeles. Live on q13fox coming up at 8AM. #Seahawks @ Los Angeles Memorial… https://t.co/YkE2auApz0', '?? #Seattle #Seahawks vs. #LARams ?? #FinnleyPip 1st #Football Game. Back on the train this… https://t.co/mfCEwrEulq', ""Nothing like being back at the Coliseum with your girls! Let's go Seahawks! (We miss you… https://t.co/XgyEf2Xqqf"", 'Seattles finest. #gohawks #rainierbeer #seahawks @ Los Angeles… https://t.co/HjvOEnloU5', 'Clearly a confused fan #crossdresser #seahawks #rams #teampetecarroll @ Los Angeles Memorial… https://t.co/nw1h8CxEa2', ""Let's check out some American eggchasing #nfl #rams #seahawks #losangeles @ Los Angeles Memorial… https://t.co/5GCCpuJUk9"", ""Tailgating with my LA 12's ??? #12thman #seahawks #itshotherrre @… https://t.co/6uVGwEp1R3"", ""Today is the first time the seahawks play the #LA @RamsNFL at the #Coliseum! It's time to… https://t.co/jf848i6pkl"", ""It's ON!!!!  The torch is lit and it's time to crash the party!  #sundayfunday #Seahawks... https://t.co/IhKzOjxNla https://t.co/Arw6aBN6gX"", 'I heard the Rams were back in town #Rams #NFL #seahawks #seachickens… https://t.co/lXNLQbOARI', 'Yeah we outchea and its hot #SEAvsLA #Seahawks @ La Collesium https://t.co/Rq9dWM4mQt', 'Russell going to work. Also; FOOTBALL IN LA!!!!!!!! #Seahawks #Rams #12thman #NFL @ Los Angeles… https://t.co/74V0H59vdt', ""You're welcome LA, the #seahawks are back in town. \r\n\r\nRow 7, 49.5 yard line. @ La Collesium https://t.co/Yzfj9xcHUX"", 'LA has a football team again but... Go Hawks!! #gohawks #nfl #la #seahawks @ Los Angeles… https://t.co/QHjBWvGXc2', 'Killer penalty on Cassius Marsh. Seahawks really in trouble now.', 'Rams vs Seahawks #fashion #art #bape #nike #af1instafashion #highfashion #streetstyle #raf… https://t.co/2jQfbGHz8L', '#defense #winallhomegames #goodtimes (@ Los Angeles Memorial Coliseum - @usc for @STLouisRams @Seahawks) https://t.co/SmpD52Ws5w', 'Had to root for the home team ? // Los Angeles Memorial Coliseum, CA #Rams #Seahawks #LosAngeles… https://t.co/GJKp0yzV7y', 'Seahawks lost and it was hot as hell, but my first post-SB48 game was a great time! Thanks @samhumphries @nanaishi! https://t.co/oCxnceMTVJ', 'Once again #RedHotChiliPeppers !!At #LAColiseum #NFL its_werling seahawks @ Los Angeles Memorial… https://t.co/V3HutNOTrE', 'We out here, baby! Just watched the Rams beat the Seahawks for their first game back in Los… https://t.co/QQEYT6hpDl', 'Rams ? vs. Seahawks ? chilipeppers @RamsNFL #modsquad @ La Collesium https://t.co/OyZYR5Hrvf', '#Jackieslater #rams #hof #larams #ramswin\r\n#larams #hornsup #ramsalldayeveryday @ Rams V.S Seahawks https://t.co/KKy9hD0qvm', ""#tidalwaves couldn't save the #seahawks from #Californication #? #Rams #Ramsfootball #LArams… https://t.co/OFN1B0ALgj"", 'SEAHAWKS!! #seahawks #usc #football #nfl #losangeles @ USC Colosium https://t.co/UrT3oQHkpT', 'Awesome experience being at the Rams Home Opener against the Seahawks and celebrating the win… https://t.co/UypxP1a0TA', 'Despite the heat and the fact that the Seahawks lost, Sunday was still a good day ???... First… https://t.co/5oQIXxowDJ']",topic 29
seahawks_14,"['I know @Kam_Chancellor is ready for some seahawks football, are you? #gameday #seattle #seahawks… https://t.co/dzFIJPTc2R', 'Rams return to LA for daunting matchup with Seahawks https://t.co/xm1n0I93S6', 'Get it seahawks !!! #gameday #football #richardsherman #12s #legionofboom @ CenturyLink Field https://t.co/Gx9sfnO7RX', ""Get your 12th man exclusive, it's football Sunday! #NFL #seattle #seahawks #cheehawks #12man… https://t.co/smLTUrY0sh"", 'Found some seattleseahawks #mAndMs today! #GoHawks! #SEAvsLA #seattle #seahawks @ Seattle,… https://t.co/LhzdHMaVAf', 'When you have Mariners tickets but the Seahawks are also playing. #techie #multitasking #seattle… https://t.co/ftLCMM1bya', ""Seahawks #TouchdownShot a little premature, that isn't bad luck is it?  #jinx #footballshots… https://t.co/QiT9TZc1KO"", 'Back from the #dead. #FOOTBALL #SEA #Seahawks (at @The5PointCafe in Seattle, WA) https://t.co/bOMZNcqz2V https://t.co/3AfdEc4quB', 'Seahawks get the ball back after the 3-and-out. Now, where is Jimmy Graham... https://t.co/U69iKmtdAy', 'Does @dangerusswilson have one more winning drive in him?\r\n#seattle #seahawks #nfl #seavsla… https://t.co/ZSmNXtF69H', 'Barley is apparently not a Seahawks fan!!  #stadiumpoop #seahawks #bearsfan @ CenturyLink Field https://t.co/erKr1JPhAC', '#12thMan I will be performing a couple songs at the #seahawks #TailGateParty September 25th!… https://t.co/SU4klwWIEk', 'First and Pike. #seattle #seahawks #downtown #pikestreet #usa #vsco #vscocam  #vscotravel @ Pike… https://t.co/37ykOZGka2', 'Bleached Flannel available in-store now! #seattleseahawks #bluefriday #gohawks #seahawks… https://t.co/LilvGnvFeO', 'Seattle 49er Fans! Start off Rivalry week against the Seahawks w/ some laughs. Show is… https://t.co/AjiNCkwztZ']",topic 29
seahawks_2,"[""It's game day! Go hawks! #gohawks #seahawks #noyelling #12thman #nfl #gameday #mancave @ Ladera… https://t.co/Mx8Msy0Xd6"", 'Weak Too #Seahawks. @ Hillcrest Farmers Market https://t.co/gK2DYcrWOw', 'The reason I grew up #obsessed with the seahawks... @ask63loaf #mom #meatloaf #sundayfunday… https://t.co/7G67hkmEz9', 'Now THAT is a Pint glass #sdbeer #seahawks #craftbeer seahawks seahawks_official @ The Brew Project https://t.co/bw2Enx7kTA']",topic 25
searstower_0,"['Good morning #chicago - going to the #gym before the #storm #skies #sunrise #skyline #searstower… https://t.co/LXZMu2K1mf', 'Willis Tower - previously known as Sears Tower in Chicago willistower #willistower #searstower… https://t.co/PgY2ffObq5', 'Pit stop in Chicago for dinner with the fam right below this little building #SearsTower… https://t.co/M9SmgvYYI8']",topic 21
seaside park beach_0,"['Workin on a Sunday morning @ Seaside Park Beach https://t.co/VDtbrFrdqV', 'Gonna miss this ??? #WinterBlows @ Seaside Park Beach https://t.co/jvbIfIlOsd', 'Windy day at the beach...\r\n\r\n#fukitt #sundayfunday #beach #seaside @ Seaside Park Beach, NJ https://t.co/6tTFy3aeo8', '???♀?9/20/16? @ Seaside Park Beach, New Jersey https://t.co/OShmEg5A3t']",topic 25
seatac_0,"[""We're #hiring! Click to apply: GRAVEYARD SHIFTS IN SEATAC $12/hr - https://t.co/9o3nSZPPgs #Job #HR #SeaTac, WA #Jobs #CareerArc"", 'I underestimated the incompetence at SeaTac again. Should still make my flight #travel #annoying… https://t.co/dODMmGWTxB', 'Pre flight ritual at #seatac with @beechersseattle #Macandcheese and a #bigdeal  #sandwich @ SEA… https://t.co/ihA8MkQigj', 'Incident cleared in #SeaTac on I-5 SB after 200th St, stop and go traffic back to Southcenter Pky, delay of 6 mins #traffic', 'Late night at the airport (@ Alaska Airlines Ticket Counter in SeaTac, WA) https://t.co/8vXaZet3aQ https://t.co/u83Xse3CbA', 'Bunch of cheap crap (@ Security Checkpoint 3 in SeaTac, WA) https://t.co/2E8m4fKcFI https://t.co/oCuewllLkJ', 'Off to Laguna Beach for work. #travel @ Seattle-Tacoma International Airport (Sea-Tac) https://t.co/G94DjpsNdV', 'On my way to the Austin Games Conference. See you there! (@ Seattle-Tacoma International Airport  in Seatac, WA) https://t.co/Plev7dHigk', 'There she goes. #KateMonster #SeattleUp @ Seattle-Tacoma International Airport (Sea-Tac) https://t.co/cBXiFHq8io', 'Travel buddies...next stop Seoul-Incheon, Korea. @ Seattle-Tacoma International Airport (Sea-Tac) https://t.co/5HzC3DmvJJ', 'Disabled vehicle, left lane blocked in #Seatac on WA-518 EB before 51st Ave, stop and go traffic back to WA-99, delay of 1 min #traffic', 'Hello again, SeaTac. Nothing like a totally packed red-eye to start the night off right! https://t.co/wLIkPLtiIL https://t.co/ThHUdnwuf3', 'Can you recommend anyone for this #job in #Seatac, WA? https://t.co/hcshmJ5ENz #Retail #Hiring']",topic 7
